date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren_period,yr_renovated_dt,date_dt
6/19/2014,340000.0,3,2.5,2480,6112,2.0,0.0,0.0,3,7,2480,0.0,2004,2004.0,98058,47.4387,-122.11399999999999,3220,6727,11.0,2004,2014-06-19
5/19/2014,482500.0,3,2.25,1450,1445,2.0,0.0,0.0,3,7,980,470.0,2005,2005.0,98122,47.6184,-122.301,1510,1370,10.0,2005,2014-05-19
9/9/2014,812500.0,4,2.5,2750,10159,2.0,0.0,0.0,3,10,2750,0.0,1991,1991.0,98006,47.5426,-122.135,3160,10159,24.0,1991,2014-09-09
9/26/2014,450000.0,3,2.5,2820,10208,1.0,0.0,1.0,4,8,1410,1410.0,1954,1954.0,98028,47.7609,-122.26,1540,10684,61.0,1954,2014-09-26
11/4/2014,398000.0,3,1.75,1830,27468,1.0,0.0,0.0,3,7,1830,0.0,1954,1954.0,98028,47.7754,-122.23299999999999,1860,10180,61.0,1954,2014-11-04
5/7/2015,1080000.0,2,3.25,1550,1767,3.0,0.0,3.0,3,8,1550,0.0,2006,2006.0,98075,47.5684,-122.06,2710,3444,9.0,2006,2015-05-07
10/14/2014,540000.0,2,2.0,1640,3021,1.0,0.0,2.0,3,7,840,800.0,1959,1959.0,98107,47.666000000000004,-122.35799999999999,1780,4500,56.0,1959,2014-10-14
10/3/2014,275000.0,4,2.0,1720,5472,1.0,0.0,0.0,3,6,860,860.0,1923,1923.0,98118,47.5299,-122.288,1720,5670,92.0,1923,2014-10-03
8/22/2014,780000.0,5,2.0,2880,12000,2.0,0.0,0.0,3,8,2880,0.0,1921,1921.0,98144,47.5861,-122.295,1720,5000,94.0,1921,2014-08-22
7/24/2014,225000.0,3,1.5,1220,8345,1.5,0.0,0.0,3,7,1220,0.0,1931,1931.0,98178,47.5038,-122.266,1880,10169,84.0,1931,2014-07-24
7/22/2014,503045.0,3,3.0,1560,2250,2.0,0.0,0.0,3,9,1560,0.0,2009,2009.0,98103,47.6929,-122.333,1610,4500,6.0,2009,2014-07-22
9/12/2014,249000.0,2,2.0,1090,1357,2.0,0.0,0.0,3,7,1090,0.0,1990,1990.0,98028,47.7526,-122.244,1078,1318,25.0,1990,2014-09-12
7/10/2014,569950.0,4,1.0,1140,5940,1.0,0.0,2.0,3,7,1140,0.0,1916,1916.0,98103,47.6795,-122.354,1630,4000,99.0,1916,2014-07-10
1/26/2015,450000.0,2,2.25,1040,1377,2.0,0.0,0.0,3,8,1040,0.0,2003,2003.0,98105,47.6692,-122.279,1264,1892,12.0,2003,2015-01-26
6/3/2014,1100000.0,4,2.0,2580,6000,1.0,0.0,0.0,5,9,1300,1280.0,1950,1950.0,98199,47.6514,-122.413,2300,6200,65.0,1950,2014-06-03
5/30/2014,700000.0,4,2.5,2310,3570,1.5,0.0,0.0,3,7,1490,820.0,1927,1927.0,98103,47.6889,-122.34700000000001,1580,3060,88.0,1927,2014-05-30
8/19/2014,454000.0,3,2.5,1590,4094,2.0,0.0,0.0,3,7,1590,0.0,1991,1991.0,98122,47.61,-122.29299999999999,1940,3924,24.0,1991,2014-08-19
4/29/2015,555000.0,3,1.75,1270,9170,1.0,0.0,0.0,3,7,1270,0.0,1969,1969.0,98052,47.6706,-122.15100000000001,1700,8500,46.0,1969,2015-04-29
1/6/2015,214000.0,3,1.5,1240,5200,1.0,0.0,0.0,5,6,1240,0.0,1970,1970.0,98042,47.3683,-122.079,1060,5200,45.0,1970,2015-01-06
8/8/2014,590000.0,3,2.5,2210,8622,2.0,0.0,0.0,3,8,2210,0.0,1988,1988.0,98029,47.5715,-122.02,2340,7192,27.0,1988,2014-08-08
8/11/2014,459900.0,3,1.75,2340,51836,1.5,0.0,0.0,3,8,1510,830.0,1978,1978.0,98027,47.4846,-122.035,2060,77536,37.0,1978,2014-08-11
5/12/2015,205000.0,3,1.5,1420,5000,1.0,0.0,0.0,3,7,920,0.0,1987,1987.0,98198,47.4192,-122.33,1400,7500,28.0,1987,2015-05-12
5/12/2015,390000.0,3,1.75,1430,9857,1.0,0.0,2.0,4,7,1140,290.0,1980,1980.0,98045,47.4964,-121.771,1310,9880,35.0,1980,2015-05-12
6/20/2014,970500.0,3,2.75,2470,10125,2.0,0.0,0.0,3,8,2470,0.0,1960,2012.0,98040,47.5651,-122.223,2290,10125,3.0,2012,2014-06-20
4/21/2015,790000.0,3,2.5,2390,15084,2.0,0.0,0.0,3,8,2390,0.0,2000,2000.0,98010,47.3389,-122.04799999999999,1850,17494,15.0,2000,2015-04-21
7/7/2014,320000.0,3,1.0,1120,10576,1.0,0.0,0.0,4,7,1120,0.0,1969,1969.0,98077,47.7575,-122.072,1300,10000,46.0,1969,2014-07-07
7/23/2014,552500.0,3,2.25,2700,4025,2.0,0.0,0.0,4,8,1760,940.0,1907,1907.0,98122,47.6074,-122.294,1580,4025,108.0,1907,2014-07-23
11/19/2014,1050000.0,3,3.0,3490,4500,2.5,0.0,0.0,3,9,3170,320.0,1924,1924.0,98102,47.6394,-122.321,2840,4050,91.0,1924,2014-11-19
9/23/2014,230000.0,3,1.0,1640,7187,1.0,0.0,0.0,3,7,1640,0.0,1966,1966.0,98058,47.455,-122.182,1340,8346,49.0,1966,2014-09-23
7/29/2014,680000.0,3,1.75,1620,5500,1.0,0.0,0.0,3,7,1110,510.0,1950,1950.0,98112,47.6393,-122.30799999999999,2100,6500,65.0,1950,2014-07-29
6/2/2014,985000.0,3,1.75,1670,5400,2.0,0.0,0.0,5,8,1670,0.0,1912,1912.0,98112,47.635,-122.28399999999999,2100,5400,103.0,1912,2014-06-02
6/23/2014,375000.0,4,2.5,1870,7471,2.0,0.0,0.0,3,8,1870,0.0,1990,1990.0,98055,47.4314,-122.204,2020,8912,25.0,1990,2014-06-23
4/22/2015,431000.0,2,1.5,1300,4000,1.5,0.0,0.0,4,6,1300,0.0,1900,1900.0,98144,47.5937,-122.301,1480,4000,115.0,1900,2015-04-22
9/9/2014,463000.0,3,2.5,2190,17108,2.0,0.0,0.0,3,8,2190,0.0,1991,1991.0,98019,47.7321,-121.964,2400,14040,24.0,1991,2014-09-09
10/6/2014,350000.0,3,1.75,1320,10500,1.0,0.0,0.0,3,7,1320,0.0,1966,1966.0,98034,47.7267,-122.226,1310,10500,49.0,1966,2014-10-06
4/14/2015,485000.0,3,1.0,1250,7200,1.0,0.0,0.0,3,7,1250,0.0,1964,1964.0,98008,47.6342,-122.12,1430,7400,51.0,1964,2015-04-14
9/29/2014,355000.0,4,1.75,2040,15000,1.0,0.0,0.0,4,7,1360,0.0,1967,1967.0,98092,47.3107,-122.189,2310,15000,48.0,1967,2014-09-29
3/27/2015,603500.0,3,1.75,2140,7280,1.0,0.0,0.0,3,7,1070,1070.0,1910,1910.0,98117,47.6993,-122.37700000000001,2280,8400,105.0,1910,2015-03-27
8/19/2014,860000.0,5,1.75,2510,6000,1.5,0.0,0.0,5,8,2010,500.0,1920,1920.0,98144,47.5798,-122.292,2240,5000,95.0,1920,2014-08-19
3/6/2015,259875.0,5,2.5,2200,6250,2.0,0.0,0.0,3,7,2200,0.0,1996,1996.0,98038,47.3675,-122.021,1850,6091,19.0,1996,2015-03-06
7/16/2014,685000.0,4,2.5,2170,8680,1.0,0.0,0.0,3,7,1220,950.0,1959,1959.0,98004,47.6078,-122.19200000000001,2010,8680,56.0,1959,2014-07-16
9/30/2014,382500.0,4,2.5,2980,8786,2.0,0.0,0.0,3,8,2980,0.0,2003,2003.0,98038,47.378,-122.03,2980,6718,12.0,2003,2014-09-30
3/1/2015,490000.0,3,1.0,1180,2250,1.5,0.0,0.0,3,7,1180,0.0,1902,1902.0,98117,47.6779,-122.37700000000001,1320,5100,113.0,1902,2015-03-01
1/26/2015,229000.0,3,2.0,1540,6000,1.0,0.0,0.0,4,6,1540,0.0,1953,1953.0,98155,47.7372,-122.307,1490,8213,62.0,1953,2015-01-26
5/5/2015,430000.0,3,2.0,1540,6000,1.0,0.0,0.0,4,6,1540,0.0,1953,1953.0,98155,47.7372,-122.307,1490,8213,62.0,1953,2015-05-05
8/18/2014,580000.0,5,2.5,3110,15783,1.0,0.0,0.0,3,8,1720,1390.0,1974,1974.0,98052,47.6301,-122.103,2550,12220,41.0,1974,2014-08-18
11/13/2014,510000.0,3,1.75,1370,6700,1.0,0.0,0.0,3,8,1370,0.0,1940,2012.0,98117,47.6982,-122.36200000000001,1180,6694,3.0,2012,2014-11-13
5/8/2014,489990.0,5,2.25,2440,20828,1.5,0.0,0.0,4,8,2440,0.0,1975,1975.0,98042,47.3762,-122.15799999999999,2670,14472,40.0,1975,2014-05-08
9/16/2014,440000.0,3,2.25,1760,1800,2.0,0.0,0.0,3,7,1330,430.0,1983,1983.0,98199,47.6579,-122.39399999999999,1150,4575,32.0,1983,2014-09-16
4/28/2015,479950.0,3,2.5,2810,4984,1.0,0.0,0.0,3,9,1750,1060.0,2006,2006.0,98055,47.4461,-122.209,2810,5711,9.0,2006,2015-04-28
6/23/2014,806000.0,4,2.5,2500,206474,1.0,0.0,0.0,3,10,2500,0.0,1997,1997.0,98053,47.6778,-121.994,3680,208652,18.0,1997,2014-06-23
6/24/2014,875000.0,4,2.5,3220,22588,2.0,0.0,0.0,3,10,3220,0.0,1996,1996.0,98077,47.7311,-122.055,3220,22922,19.0,1996,2014-06-24
9/11/2014,710800.0,3,2.5,2880,36820,2.0,0.0,0.0,3,10,2880,0.0,1992,1992.0,98077,47.76600000000001,-122.044,3190,36820,23.0,1992,2014-09-11
2/10/2015,565000.0,3,2.5,2700,6037,2.0,0.0,0.0,3,8,2700,0.0,2004,2004.0,98065,47.5376,-121.87899999999999,2740,6054,11.0,2004,2015-02-10
2/23/2015,359999.0,5,3.0,2680,9624,2.0,0.0,0.0,3,7,1870,810.0,1995,1995.0,98010,47.3279,-122.006,1860,9921,20.0,1995,2015-02-23
1/23/2015,625000.0,3,1.75,1780,4500,1.0,0.0,0.0,4,7,920,860.0,1922,1922.0,98117,47.6827,-122.36200000000001,1360,4000,93.0,1922,2015-01-23
9/12/2014,349950.0,3,2.5,2240,7565,2.0,0.0,0.0,3,8,2240,0.0,1999,1999.0,98003,47.3485,-122.301,2190,8254,16.0,1999,2014-09-12
6/17/2014,415000.0,4,2.0,1610,9600,1.0,0.0,0.0,5,7,1610,0.0,1967,1967.0,98056,47.5327,-122.186,1450,9600,48.0,1967,2014-06-17
11/5/2014,435000.0,2,2.0,1440,1170,2.0,0.0,0.0,3,9,960,480.0,2004,2004.0,98116,47.5592,-122.385,1440,1350,11.0,2004,2014-11-05
11/21/2014,225000.0,3,1.75,1550,9060,2.0,0.0,0.0,3,7,1550,0.0,1948,1948.0,98146,47.5093,-122.345,1080,7620,67.0,1948,2014-11-21
5/12/2014,770000.0,3,1.75,1720,5000,1.0,0.0,0.0,3,9,1720,0.0,1954,2014.0,98122,47.6157,-122.29,2120,4188,1.0,2014,2014-05-12
1/6/2015,340000.0,3,1.75,1740,10800,1.0,0.0,0.0,3,7,1740,0.0,1959,1959.0,98133,47.7717,-122.351,1810,7735,56.0,1959,2015-01-06
3/12/2015,965000.0,5,2.75,3280,12673,1.0,0.0,0.0,4,9,2050,1230.0,1981,1981.0,98006,47.5504,-122.146,3060,12847,34.0,1981,2015-03-12
1/13/2015,667000.0,3,2.75,2216,31215,1.0,0.0,0.0,3,9,2216,0.0,1968,2005.0,98092,47.3164,-122.199,2216,30048,10.0,2005,2015-01-13
5/7/2014,250000.0,1,1.0,1100,4373,1.0,0.0,0.0,2,6,820,280.0,1947,1947.0,98166,47.4653,-122.338,1100,7500,68.0,1947,2014-05-07
6/12/2014,397990.0,3,1.0,1180,11862,1.0,0.0,0.0,4,7,1180,0.0,1948,1948.0,98177,47.7153,-122.363,1540,8100,67.0,1948,2014-06-12
9/18/2014,535000.0,3,1.75,2020,10031,1.0,0.0,0.0,5,7,1370,650.0,1952,1952.0,98155,47.7487,-122.319,1500,8456,63.0,1952,2014-09-18
6/25/2014,265950.0,3,1.5,1150,8450,1.0,0.0,0.0,4,6,1150,0.0,1951,1951.0,98178,47.4927,-122.22399999999999,1160,6800,64.0,1951,2014-06-25
10/7/2014,258000.0,3,1.75,2090,7461,1.0,0.0,0.0,3,6,1200,890.0,1986,1986.0,98030,47.3764,-122.184,1420,7462,29.0,1986,2014-10-07
12/2/2014,505500.0,3,2.5,1300,1187,3.0,0.0,0.0,3,8,1300,0.0,2005,2005.0,98107,47.6704,-122.391,1320,1194,10.0,2005,2014-12-02
5/6/2014,455000.0,5,2.5,2240,7770,1.0,0.0,0.0,3,7,1340,900.0,1978,1978.0,98034,47.7198,-122.171,1820,7770,37.0,1978,2014-05-06
10/31/2014,1350000.0,5,3.25,3540,5971,1.0,0.0,2.0,3,10,2000,1540.0,2005,2005.0,98033,47.6643,-122.20200000000001,2820,6029,10.0,2005,2014-10-31
1/9/2015,600000.0,4,2.25,2840,31720,1.0,0.0,0.0,3,8,1780,1060.0,1958,1958.0,98177,47.7505,-122.375,2290,29577,57.0,1958,2015-01-09
2/5/2015,329800.0,4,2.5,2080,7047,2.0,0.0,0.0,3,8,2080,0.0,1996,1996.0,98092,47.2627,-122.215,2580,7227,19.0,1996,2015-02-05
4/21/2015,222000.0,2,1.0,1550,38449,1.0,0.0,0.0,3,6,1550,0.0,1947,1947.0,98055,47.4315,-122.199,1188,25875,68.0,1947,2015-04-21
4/5/2015,450000.0,4,2.5,1900,9240,1.0,0.0,0.0,3,7,1900,0.0,1962,1962.0,98007,47.6167,-122.137,2040,8052,53.0,1962,2015-04-05
12/18/2014,952000.0,3,3.5,2760,4500,2.0,0.0,0.0,3,9,2120,640.0,2004,2004.0,98119,47.6529,-122.37200000000001,1950,6000,11.0,2004,2014-12-18
7/23/2014,625000.0,4,2.0,1410,4480,1.5,0.0,0.0,3,8,1410,0.0,1927,1927.0,98109,47.6385,-122.344,1240,3400,88.0,1927,2014-07-23
3/12/2015,226800.0,2,1.0,1240,11393,1.0,0.0,0.0,4,7,1240,0.0,1960,1960.0,98030,47.3714,-122.20700000000001,1660,11393,55.0,1960,2015-03-12
12/12/2014,1210000.0,5,4.25,4420,13497,2.0,0.0,0.0,3,11,3510,910.0,2000,2000.0,98059,47.5262,-122.14299999999999,4220,12015,15.0,2000,2014-12-12
10/3/2014,350000.0,4,2.75,3390,16153,1.0,0.0,0.0,4,7,1970,1420.0,1961,1961.0,98031,47.3954,-122.184,2530,8495,54.0,1961,2014-10-03
3/12/2015,395000.0,3,1.75,1400,8640,1.0,0.0,0.0,3,7,1400,0.0,1962,1962.0,98011,47.7659,-122.204,1630,8640,53.0,1962,2015-03-12
9/19/2014,285000.0,5,3.0,2110,5260,2.0,0.0,0.0,3,7,1670,440.0,2002,2002.0,98118,47.5449,-122.272,2110,5260,13.0,2002,2014-09-19
1/7/2015,553000.0,3,1.0,1310,18135,1.0,0.0,0.0,3,7,1310,0.0,1948,1948.0,98008,47.6065,-122.113,2150,18135,67.0,1948,2015-01-07
5/5/2015,254000.0,3,1.0,1270,16800,1.0,0.0,0.0,4,7,1270,0.0,1957,1957.0,98188,47.4599,-122.27600000000001,1700,10200,58.0,1957,2015-05-05
8/26/2014,348140.0,2,1.5,2060,10880,1.0,0.0,0.0,3,6,1190,870.0,1924,1924.0,98106,47.515,-122.36200000000001,1430,8781,91.0,1924,2014-08-26
6/26/2014,354950.0,4,2.75,2530,7350,1.0,0.0,0.0,5,8,1280,1250.0,1977,1977.0,98023,47.313,-122.374,2280,7350,38.0,1977,2014-06-26
6/12/2014,706000.0,3,2.75,1900,6400,1.0,0.0,0.0,5,7,1410,490.0,1942,1942.0,98105,47.6697,-122.281,1350,6400,73.0,1942,2014-06-12
5/5/2014,499000.0,4,2.5,2910,6479,2.0,0.0,0.0,3,7,2910,0.0,2006,2006.0,98065,47.5402,-121.887,2320,5178,9.0,2006,2014-05-05
12/4/2014,427500.0,3,1.5,1900,43186,1.5,0.0,0.0,4,7,1300,600.0,1971,1971.0,98038,47.4199,-121.99,2080,108028,44.0,1971,2014-12-04
2/17/2015,439000.0,5,3.5,2880,10000,2.0,0.0,3.0,3,8,1980,900.0,1991,1991.0,98055,47.4874,-122.223,2120,9535,24.0,1991,2015-02-17
11/17/2014,545000.0,4,2.5,2820,25995,2.0,0.0,0.0,3,9,2820,0.0,1998,1998.0,98010,47.3415,-122.029,3330,27653,17.0,1998,2014-11-17
10/17/2014,842000.0,3,1.0,1620,4774,1.5,0.0,0.0,3,7,1620,0.0,1920,1920.0,98103,47.659,-122.339,1880,4560,95.0,1920,2014-10-17
12/10/2014,685000.0,4,2.5,3320,38043,2.0,0.0,0.0,3,9,3320,0.0,1997,1997.0,98053,47.6504,-122.00399999999999,3170,42621,18.0,1997,2014-12-10
9/3/2014,665000.0,4,3.5,3770,47480,2.0,0.0,0.0,3,9,3770,0.0,2003,2003.0,98010,47.3552,-121.99,3380,42689,12.0,2003,2014-09-03
6/9/2014,255000.0,2,1.0,1200,9000,1.0,0.0,2.0,5,6,1200,0.0,1917,1917.0,98198,47.4039,-122.323,1660,9000,98.0,1917,2014-06-09
12/31/2014,565000.0,5,2.25,2130,4360,1.0,0.0,2.0,3,8,1240,890.0,1959,1959.0,98199,47.6586,-122.395,1830,5000,56.0,1959,2014-12-31
2/25/2015,274000.0,5,1.75,1950,8720,1.0,0.0,0.0,3,7,1050,900.0,1962,1962.0,98001,47.3381,-122.289,1660,8030,53.0,1962,2015-02-25
5/9/2014,260000.0,3,2.0,1920,8075,1.0,0.0,0.0,4,7,1510,410.0,1969,1969.0,98023,47.3092,-122.375,1920,7826,46.0,1969,2014-05-09
5/7/2014,581000.0,4,2.0,2510,13695,1.0,0.0,0.0,4,7,1280,1230.0,1961,2001.0,98033,47.7005,-122.17399999999999,1220,12500,14.0,2001,2014-05-07
7/25/2014,625000.0,3,1.5,1990,5978,1.5,0.0,4.0,4,7,1990,0.0,1926,1926.0,98198,47.3449,-122.329,2100,6221,89.0,1926,2014-07-25
12/29/2014,220000.0,3,1.0,1230,9720,1.0,0.0,0.0,5,7,1230,0.0,1969,1969.0,98042,47.3266,-122.13799999999999,1230,9720,46.0,1969,2014-12-29
10/28/2014,765000.0,3,2.25,3190,324086,2.0,0.0,2.0,3,9,3190,0.0,1982,1982.0,98024,47.5477,-121.93,3190,217800,33.0,1982,2014-10-28
7/10/2014,1330000.0,6,4.25,5720,10213,2.0,0.0,0.0,3,10,4170,1550.0,2004,2004.0,98006,47.5464,-122.116,4300,10224,11.0,2004,2014-07-10
3/18/2015,700000.0,8,2.5,2280,3000,1.5,0.0,0.0,3,7,1210,1070.0,1911,1911.0,98105,47.6675,-122.316,1610,3000,104.0,1911,2015-03-18
9/24/2014,351000.0,4,1.0,1550,7260,1.0,0.0,0.0,4,6,1550,0.0,1959,1959.0,98008,47.6229,-122.12100000000001,1210,7260,56.0,1959,2014-09-24
8/5/2014,413565.0,3,2.5,1690,1613,2.0,0.0,0.0,3,8,1150,540.0,2014,2014.0,98029,47.5524,-121.99799999999999,1690,1619,1.0,2014,2014-08-05
6/12/2014,363000.0,3,3.25,1651,1779,2.0,0.0,0.0,3,8,1341,310.0,2008,2008.0,98133,47.7076,-122.346,1650,2908,7.0,2008,2014-06-12
4/4/2015,679000.0,4,1.75,2260,41236,1.0,0.0,0.0,4,8,1690,570.0,1962,1962.0,98029,47.5528,-122.03399999999999,3080,30240,53.0,1962,2015-04-04
9/10/2014,473000.0,2,1.75,1510,4555,1.0,0.0,0.0,3,8,1510,0.0,2005,2005.0,98053,47.7136,-122.031,1640,4500,10.0,2005,2014-09-10
4/21/2015,585888.0,3,2.0,1490,7431,1.0,0.0,0.0,4,7,1490,0.0,1966,1966.0,98052,47.6697,-122.162,1700,7725,49.0,1966,2015-04-21
6/26/2014,405000.0,4,2.5,2220,4652,2.0,0.0,0.0,3,7,2220,0.0,2001,2001.0,98059,47.4902,-122.154,1840,4500,14.0,2001,2014-06-26
1/16/2015,650000.0,3,1.75,2800,19386,1.0,1.0,4.0,3,8,1400,1400.0,1965,1965.0,98198,47.3554,-122.324,3270,31450,50.0,1965,2015-01-16
2/24/2015,415000.0,4,2.5,2210,213008,1.0,0.0,0.0,4,7,1210,1000.0,1975,1975.0,98038,47.4039,-121.98,2270,52707,40.0,1975,2015-02-24
12/22/2014,575000.0,3,2.0,2150,3880,1.0,0.0,0.0,3,8,1080,1070.0,1951,1951.0,98117,47.6814,-122.39200000000001,2130,4000,64.0,1951,2014-12-22
7/17/2014,220000.0,3,2.25,1400,7205,1.0,0.0,0.0,3,7,1140,260.0,1985,1985.0,98030,47.349,-122.166,1970,7252,30.0,1985,2014-07-17
5/6/2014,610000.0,4,3.0,2450,10117,1.0,0.0,0.0,5,8,1580,870.0,1967,1967.0,98006,47.5694,-122.132,2530,10125,48.0,1967,2014-05-06
5/12/2014,499950.0,3,1.0,980,6380,1.0,0.0,0.0,3,7,760,220.0,1941,1941.0,98115,47.692,-122.30799999999999,1390,6380,74.0,1941,2014-05-12
3/3/2015,883000.0,4,2.5,2800,6874,2.0,0.0,0.0,3,9,2170,630.0,1990,1990.0,98112,47.6215,-122.29,1430,6240,25.0,1990,2015-03-03
10/23/2014,436000.0,2,1.0,1240,8100,1.5,0.0,2.0,3,7,1240,0.0,1925,1925.0,98125,47.7326,-122.288,2790,8100,90.0,1925,2014-10-23
12/13/2014,320000.0,3,2.5,1610,1356,2.0,0.0,0.0,3,8,1240,370.0,2007,2007.0,98106,47.5257,-122.361,1270,1314,8.0,2007,2014-12-13
5/30/2014,425000.0,3,1.75,1510,44000,1.0,0.0,0.0,3,7,1240,270.0,1989,1989.0,98045,47.4851,-121.71600000000001,2290,36242,26.0,1989,2014-05-30
5/15/2014,204700.0,4,2.0,1670,9987,1.0,0.0,0.0,3,7,1670,0.0,1967,1967.0,98001,47.3406,-122.28399999999999,1640,7280,48.0,1967,2014-05-15
7/17/2014,384000.0,6,3.0,2320,4502,1.0,0.0,0.0,4,7,1200,1120.0,1987,1987.0,98108,47.5552,-122.3,1160,5628,28.0,1987,2014-07-17
1/13/2015,314000.0,3,2.75,1900,8200,2.0,0.0,0.0,4,7,1900,0.0,1984,1984.0,98031,47.402,-122.18299999999999,1620,8200,31.0,1984,2015-01-13
4/30/2015,535000.0,3,2.5,2390,6263,2.0,0.0,0.0,3,9,2390,0.0,2003,2003.0,98028,47.7379,-122.24799999999999,2390,11761,12.0,2003,2015-04-30
6/26/2014,568000.0,4,1.75,2110,265716,1.0,0.0,0.0,4,8,2110,0.0,1979,1979.0,98053,47.657,-122.02600000000001,2110,110597,36.0,1979,2014-06-26
5/1/2015,426000.0,4,1.5,1470,5850,1.0,0.0,0.0,4,7,810,660.0,1973,1973.0,98052,47.7,-122.12899999999999,1290,7300,42.0,1973,2015-05-01
12/9/2014,675000.0,4,2.75,2670,6780,2.0,0.0,3.0,5,8,1630,1040.0,1908,1908.0,98118,47.5131,-122.256,2400,5989,107.0,1908,2014-12-09
6/13/2014,380000.0,4,2.5,2540,6365,2.0,0.0,0.0,3,8,1870,670.0,2000,2000.0,98055,47.4608,-122.215,2290,5942,15.0,2000,2014-06-13
7/23/2014,685000.0,3,2.5,3450,8000,3.0,0.0,0.0,4,8,2970,480.0,1927,1975.0,98116,47.5605,-122.402,1880,6135,40.0,1975,2014-07-23
8/19/2014,429000.0,3,2.0,1700,52826,1.0,0.0,0.0,3,7,1700,0.0,1991,1991.0,98058,47.4164,-122.09200000000001,2480,114728,24.0,1991,2014-08-19
4/21/2015,799000.0,4,1.5,1810,6583,1.0,0.0,0.0,3,7,1500,310.0,1968,1968.0,98133,47.7273,-122.351,860,8670,47.0,1968,2015-04-21
9/20/2014,318500.0,5,1.75,1550,6986,1.0,0.0,0.0,3,7,1030,520.0,1978,1978.0,98106,47.5503,-122.35600000000001,1550,6986,37.0,1978,2014-09-20
4/20/2015,925000.0,3,3.25,4110,20900,2.0,0.0,0.0,3,9,2630,0.0,2002,2002.0,98006,47.5506,-122.18700000000001,2640,14700,13.0,2002,2015-04-20
2/24/2015,420000.0,3,1.5,2080,5000,1.0,0.0,0.0,3,7,1300,780.0,1963,1963.0,98118,47.5322,-122.29,1860,5000,52.0,1963,2015-02-24
12/18/2014,570000.0,2,1.0,1100,4000,1.0,0.0,0.0,3,7,1100,0.0,1906,1906.0,98109,47.6388,-122.35,1590,4000,109.0,1906,2014-12-18
8/13/2014,1050000.0,4,2.75,3950,12840,2.0,0.0,0.0,5,8,3950,0.0,1960,1960.0,98040,47.5489,-122.219,2350,12507,55.0,1960,2014-08-13
9/17/2014,333000.0,3,1.0,1250,8450,1.0,0.0,0.0,4,7,1250,0.0,1954,1954.0,98146,47.503,-122.36399999999999,1350,9300,61.0,1954,2014-09-17
2/24/2015,1360000.0,2,1.75,2620,14138,2.0,1.0,4.0,3,8,2120,0.0,1931,1991.0,98125,47.7142,-122.277,1830,8279,24.0,1991,2015-02-24
6/3/2014,660000.0,3,2.5,2290,2798,3.0,0.0,0.0,4,9,2290,0.0,1953,1983.0,98102,47.64100000000001,-122.315,2260,5000,32.0,1983,2014-06-03
9/17/2014,350000.0,6,4.5,3500,8504,2.0,0.0,0.0,3,7,3500,0.0,1980,1980.0,98155,47.7351,-122.295,1550,8460,35.0,1980,2014-09-17
1/21/2015,682500.0,6,4.5,3500,8504,2.0,0.0,0.0,3,7,3500,0.0,1980,1980.0,98155,47.7351,-122.295,1550,8460,35.0,1980,2015-01-21
12/10/2014,399990.0,5,2.75,1690,4000,1.0,0.0,0.0,5,7,970,720.0,1943,1943.0,98106,47.5312,-122.354,1240,4000,72.0,1943,2014-12-10
6/25/2014,860000.0,5,3.25,4500,9648,2.0,0.0,4.0,4,8,3000,1500.0,1968,1968.0,98125,47.7262,-122.28200000000001,2780,21132,47.0,1968,2014-06-25
10/21/2014,216180.0,2,1.0,1120,7797,1.0,0.0,0.0,3,6,1120,0.0,1948,1948.0,98055,47.4871,-122.22,2180,7200,67.0,1948,2014-10-21
9/15/2014,300000.0,4,2.25,1740,9613,2.0,0.0,0.0,5,8,1740,0.0,1989,1989.0,98058,47.463,-122.125,1680,9769,26.0,1989,2014-09-15
10/14/2014,145000.0,3,1.0,1010,11880,1.0,0.0,0.0,3,7,1010,0.0,1960,1960.0,98030,47.3762,-122.219,1150,9435,55.0,1960,2014-10-14
3/5/2015,255000.0,3,1.0,1010,11880,1.0,0.0,0.0,3,7,1010,0.0,1960,1960.0,98030,47.3762,-122.219,1150,9435,55.0,1960,2015-03-05
7/2/2014,250000.0,3,1.75,1200,24805,1.0,0.0,0.0,3,6,1200,0.0,1984,1984.0,98031,47.4236,-122.195,2150,4339,31.0,1984,2014-07-02
10/29/2014,245000.0,3,1.0,1020,8625,1.0,0.0,0.0,3,7,1020,0.0,1978,1978.0,98045,47.4465,-121.77,1290,9440,37.0,1978,2014-10-29
10/14/2014,445000.0,3,1.75,1850,7056,2.5,0.0,0.0,4,8,1850,0.0,1979,1979.0,98052,47.6602,-122.13,1970,7056,36.0,1979,2014-10-14
5/14/2014,562000.0,3,1.5,1830,8000,1.0,0.0,0.0,4,7,1830,0.0,1957,1957.0,98008,47.6017,-122.12200000000001,1310,7500,58.0,1957,2014-05-14
5/5/2014,501000.0,4,1.0,2070,7519,1.0,0.0,0.0,3,7,1160,910.0,1963,1963.0,98008,47.632,-122.119,1730,7519,52.0,1963,2014-05-05
1/13/2015,190000.0,3,1.75,1160,5850,1.0,0.0,0.0,4,6,1160,0.0,1918,1918.0,98146,47.5064,-122.35600000000001,1110,8382,97.0,1918,2015-01-13
